,ratio
2022-02-22 00:00:00-05:00,0.9858911834997527
2022-02-23 00:00:00-05:00,0.9859032353339624
2022-02-24 00:00:00-05:00,0.9859377833698033
2022-02-25 00:00:00-05:00,0.9858963622310554
2022-02-28 00:00:00-05:00,0.9859034569451389
2022-03-01 00:00:00-05:00,0.9859175499452372
2022-03-02 00:00:00-05:00,0.9859208231860045
2022-03-03 00:00:00-05:00,0.9859293708191459
2022-03-04 00:00:00-05:00,0.9858905712583
2022-03-07 00:00:00-05:00,0.985879820803531
2022-03-08 00:00:00-05:00,0.985904391489711
2022-03-09 00:00:00-05:00,0.9859235090752089
2022-03-10 00:00:00-05:00,0.9858984889764644
2022-03-11 00:00:00-05:00,0.9858878282436561
2022-03-14 00:00:00-04:00,0.9859172016550053
2022-03-15 00:00:00-04:00,0.9858833318552338
2022-03-16 00:00:00-04:00,0.9859316921995105
2022-03-17 00:00:00-04:00,0.9859133299893083
2022-03-18 00:00:00-04:00,0.9859167694745131
2022-03-21 00:00:00-04:00,0.9871501073751944
2022-03-22 00:00:00-04:00,0.9871334148766635
2022-03-23 00:00:00-04:00,0.9871313519968722
2022-03-24 00:00:00-04:00,0.9871425257116373
2022-03-25 00:00:00-04:00,0.9871252553683428
2022-03-28 00:00:00-04:00,0.9871493944491555
2022-03-29 00:00:00-04:00,0.9871413598994591
2022-03-30 00:00:00-04:00,0.987133294946509
2022-03-31 00:00:00-04:00,0.9871112510729779
2022-04-01 00:00:00-04:00,0.9871137870586782
2022-04-04 00:00:00-04:00,0.9871264625120294
2022-04-05 00:00:00-04:00,0.9871116293114098
2022-04-06 00:00:00-04:00,0.9871279312389606
2022-04-07 00:00:00-04:00,0.9871366424495827
2022-04-08 00:00:00-04:00,0.9871356055878634
2022-04-11 00:00:00-04:00,0.9871149755939818
2022-04-12 00:00:00-04:00,0.9871509550583666
2022-04-13 00:00:00-04:00,0.987152567314399
2022-04-14 00:00:00-04:00,0.9871061969980546
2022-04-18 00:00:00-04:00,0.9871255737799464
2022-04-19 00:00:00-04:00,0.9871415263203662
2022-04-20 00:00:00-04:00,0.9871112206940164
2022-04-21 00:00:00-04:00,0.9871184081520957
2022-04-22 00:00:00-04:00,0.987098291322391
2022-04-25 00:00:00-04:00,0.9871271001327886
2022-04-26 00:00:00-04:00,0.9871100560402679
2022-04-27 00:00:00-04:00,0.9871169720693329
2022-04-28 00:00:00-04:00,0.9871655635347568
2022-04-29 00:00:00-04:00,0.9871071147528557
2022-05-02 00:00:00-04:00,0.9870890264038998
2022-05-03 00:00:00-04:00,0.9871515837901659
2022-05-04 00:00:00-04:00,0.987159466736715
2022-05-05 00:00:00-04:00,0.9871256028615568
2022-05-06 00:00:00-04:00,0.9870971672729615
2022-05-09 00:00:00-04:00,0.9871210004403056
2022-05-10 00:00:00-04:00,0.9871562856909164
2022-05-11 00:00:00-04:00,0.9871169234678612
2022-05-12 00:00:00-04:00,0.9871239132512264
2022-05-13 00:00:00-04:00,0.9871349919403809
2022-05-16 00:00:00-04:00,0.9871011175548905
2022-05-17 00:00:00-04:00,0.9871520277378936
2022-05-18 00:00:00-04:00,0.9871145002235859
2022-05-19 00:00:00-04:00,0.9871515173020335
2022-05-20 00:00:00-04:00,0.9871256597921441
2022-05-23 00:00:00-04:00,0.9871659374425436
2022-05-24 00:00:00-04:00,0.9871078013770986
2022-05-25 00:00:00-04:00,0.9871508427530731
2022-05-26 00:00:00-04:00,0.9871211922379827
2022-05-27 00:00:00-04:00,0.9871194434937488
2022-05-31 00:00:00-04:00,0.9870997932231449
2022-06-01 00:00:00-04:00,0.987129184077159
2022-06-02 00:00:00-04:00,0.987113439645967
2022-06-03 00:00:00-04:00,0.9871215020333804
2022-06-06 00:00:00-04:00,0.9871419446438049
2022-06-07 00:00:00-04:00,0.9871151737843765
