date,side,entry_time,entry_price,exit_time,exit_price,shares,pnl,stopped_out,eod_flatten
2023-06-28,SHORT,2023-06-28 12:31:00-04:00,358.09,2023-06-28 12:32:00-04:00,358.33,267,-64.08000000000243,True,False
2023-06-28,LONG,2023-06-28 12:32:00-04:00,358.33,2023-06-28 12:33:00-04:00,358.25,266,-21.279999999995766,True,False
2023-06-28,SHORT,2023-06-28 12:33:00-04:00,358.25,2023-06-28 13:30:00-04:00,358.23,266,5.3199999999951615,True,False
2023-06-28,LONG,2023-06-28 13:30:00-04:00,358.23,2023-06-28 13:31:00-04:00,357.97,266,-69.15999999999758,True,False
2023-06-28,SHORT,2023-06-28 13:31:00-04:00,357.97,2023-06-28 14:08:00-04:00,358.14,266,-45.21999999998911,True,False
2023-06-28,LONG,2023-06-28 14:08:00-04:00,358.14,2023-06-28 14:09:00-04:00,357.98,266,-42.55999999999153,True,False
2023-06-28,SHORT,2023-06-28 14:09:00-04:00,357.98,2023-06-28 14:10:00-04:00,358.15,266,-45.21999999998911,True,False
2023-06-28,LONG,2023-06-28 14:10:00-04:00,358.15,2023-06-28 14:11:00-04:00,358.07,266,-21.279999999995766,True,False
2023-06-28,SHORT,2023-06-28 14:11:00-04:00,358.07,2023-06-28 14:12:00-04:00,358.2,266,-34.57999999999879,True,False
2023-06-28,LONG,2023-06-28 14:12:00-04:00,358.2,2023-06-28 14:13:00-04:00,358.0,266,-53.199999999996976,True,False
2023-06-28,SHORT,2023-06-28 14:13:00-04:00,358.0,2023-06-28 14:14:00-04:00,358.1,266,-26.600000000006048,True,False
2023-06-28,LONG,2023-06-28 14:14:00-04:00,358.1,2023-06-28 14:16:00-04:00,358.03,265,-18.550000000013256,True,False
2023-06-28,SHORT,2023-06-28 14:16:00-04:00,358.03,2023-06-28 14:19:00-04:00,358.24,265,-55.65000000000964,True,False
2023-06-28,LONG,2023-06-28 14:19:00-04:00,358.24,2023-06-28 14:37:00-04:00,357.85,265,-103.34999999999638,True,False
