test_year,baseline_oos_sharpe,grid_oos_sharpe,bayes_oos_sharpe,bayes_params,grid_params,bayes_train_score,grid_train_score,bayes_time_sec,grid_time_sec,grid_evals
2020,2.5544897320378546,1.3241778236804098,1.307043519466769,"{'position_fraction': 0.12075618253727419, 'confirmation_bars': np.int64(6), 'vwap_threshold_pct': 0.1999304858576278}","{'position_fraction': 0.25, 'confirmation_bars': 5, 'vwap_threshold_pct': 0.2}",1.2164392880534625,1.0653033933534284,41.11030387878418,42.497159242630005,27
2021,1.1774071633517307,1.1852322293757642,2.64187062282261,"{'position_fraction': 0.12075618253727419, 'confirmation_bars': np.int64(6), 'vwap_threshold_pct': 0.1999304858576278}","{'position_fraction': 0.25, 'confirmation_bars': 1, 'vwap_threshold_pct': 0.0}",1.2160241713750413,1.1327635814266925,60.305336236953735,62.608198165893555,27
2022,0.5166144879413859,1.437792159081207,1.294864191409597,"{'position_fraction': 0.655733358664945, 'confirmation_bars': np.int64(7), 'vwap_threshold_pct': 0.003533152609858704}","{'position_fraction': 0.25, 'confirmation_bars': 10, 'vwap_threshold_pct': 0.0}",1.0571795564485993,1.038604285795762,77.7654161453247,81.01923823356628,27
2023,0.6492710107799228,0.9933533573269837,0.6434484271173819,"{'position_fraction': 1.0, 'confirmation_bars': np.int64(10), 'vwap_threshold_pct': 0.04379255408893911}","{'position_fraction': 0.25, 'confirmation_bars': 10, 'vwap_threshold_pct': 0.0}",1.0633351555905706,1.0399949367495278,97.13458299636841,102.16523718833923,27
